,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure_months,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,avg_montly_charge,monthly_rate_validation,contract_type.1,phone_service.1,internet_service.1,tenure_month_ages,Phone,Internet,Services
2915,4146-SVFUD,Male,No,No,No,1,1,0,Mailed check,$44.60,$44.60,No,1.0,False,False,True,True,True,0,2021-06-26,$44.60,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
2916,4154-AQUGT,Male,Yes,Yes,No,1,2,0,Bank transfer (automatic),$89.05,"$1,169.35",Yes,13.13,False,True,True,True,True,1,2020-06-22,$89.05,TRUE,Month-to-Month,One Line,Fiber Optic,13,False,False,Phone and Internet
2918,4160-AMJTL,Female,Yes,No,No,1,0,0,Electronic check,$19.65,$164.30,Yes,8.36,True,True,True,False,False,0,2020-11-14,$19.65,TRUE,Month-to-Month,One Line,No Internet Service,8,True,False,Phone
2920,4163-KIUHY,Male,No,No,No,2,0,0,Electronic check,$25.60,$901.25,No,35.21,False,False,True,False,False,0,2018-08-21,$25.60,TRUE,Month-to-Month,Two or More Lines,No Internet Service,35,True,False,Phone
2923,4176-FXYBO,Male,No,Yes,No,2,2,0,Electronic check,$109.55,"$6,118.95",No,55.86,False,False,True,True,True,1,2016-12-01,$109.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,56,False,False,Phone and Internet
2925,4177-JPDFU,Male,No,No,No,0,1,0,Mailed check,$34.00,$442.45,No,13.01,False,False,False,True,False,0,2020-06-26,$34.00,TRUE,Month-to-Month,No Phone Service,DSL,13,False,True,Internet
2927,4182-BGSIQ,Female,No,Yes,Yes,1,0,0,Bank transfer (automatic),$19.80,$196.75,No,9.94,True,False,True,False,False,3,2020-09-27,$19.80,TRUE,Month-to-Month,One Line,No Internet Service,10,True,False,Phone
2928,4183-MYFRB,Female,No,No,No,1,2,0,Electronic check,$90.05,"$1,862.90",No,20.69,True,False,True,True,True,0,2019-11-05,$90.05,TRUE,Month-to-Month,One Line,Fiber Optic,21,False,False,Phone and Internet
2929,4183-WCSEP,Male,No,No,No,1,2,0,Electronic check,$78.45,"$2,435.15",Yes,31.04,False,True,True,True,True,0,2018-12-25,$78.45,TRUE,Month-to-Month,One Line,Fiber Optic,31,False,False,Phone and Internet
2930,4184-TJFAN,Female,Yes,Yes,Yes,1,2,0,Mailed check,$88.30,$273.75,Yes,3.1,True,True,True,True,True,3,2021-04-23,$88.30,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
2934,4188-FRABG,Male,No,Yes,No,2,2,0,Electronic check,$103.05,"$5,925.75",No,57.5,False,False,True,True,True,1,2016-10-11,$103.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,58,False,False,Phone and Internet
2937,4190-MFLUW,Female,No,Yes,Yes,1,1,0,Credit card (automatic),$55.20,$528.35,Yes,9.57,True,True,True,True,True,3,2020-10-08,$55.20,TRUE,Month-to-Month,One Line,DSL,10,False,False,Phone and Internet
2938,4191-XOVOM,Male,No,No,No,2,2,0,Electronic check,$105.40,"$6,713.20",No,63.69,False,False,True,True,True,0,2016-04-06,$105.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,64,False,False,Phone and Internet
2939,4192-GORJT,Male,No,Yes,No,1,2,0,Electronic check,$94.45,$498.10,Yes,5.27,False,True,True,True,True,1,2021-02-16,$94.45,TRUE,Month-to-Month,One Line,Fiber Optic,5,False,False,Phone and Internet
2941,4193-ORFCL,Female,Yes,No,No,1,1,0,Mailed check,$45.10,$45.10,Yes,1.0,True,True,True,True,True,0,2021-06-26,$45.10,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
2943,4194-WHFCB,Female,No,Yes,Yes,2,2,0,Bank transfer (automatic),$96.65,"$5,580.80",No,57.74,True,False,True,True,True,3,2016-10-04,$96.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,58,False,False,Phone and Internet
2944,4195-NZGTA,Female,No,No,No,0,1,0,Electronic check,$25.25,$25.25,No,1.0,True,False,False,True,False,0,2021-06-26,$25.25,TRUE,Month-to-Month,No Phone Service,DSL,1,False,True,Internet
2946,4195-SMMNX,Male,No,No,No,1,0,0,Mailed check,$20.35,$33.20,Yes,1.63,False,True,True,False,False,0,2021-06-07,$20.35,TRUE,Month-to-Month,One Line,No Internet Service,2,True,False,Phone
2949,4201-JMNGR,Female,Yes,No,No,1,1,0,Electronic check,$55.80,$55.80,Yes,1.0,True,True,True,True,True,0,2021-06-26,$55.80,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
2950,4203-QGNZA,Female,No,No,Yes,1,0,0,Mailed check,$20.25,$535.35,No,26.44,True,False,True,False,False,2,2019-05-14,$20.25,TRUE,Month-to-Month,One Line,No Internet Service,26,True,False,Phone
2951,4208-UFFGW,Male,Yes,No,No,1,1,0,Mailed check,$44.95,$85.15,Yes,1.89,False,True,True,True,True,0,2021-05-30,$44.95,TRUE,Month-to-Month,One Line,DSL,2,False,False,Phone and Internet
2952,4210-QFJMF,Female,No,No,No,1,2,0,Electronic check,$79.15,$317.25,Yes,4.01,True,True,True,True,True,0,2021-03-27,$79.15,TRUE,Month-to-Month,One Line,Fiber Optic,4,False,False,Phone and Internet
2953,4211-MMAZN,Male,No,No,No,1,0,0,Mailed check,$20.25,$20.25,Yes,1.0,False,True,True,False,False,0,2021-06-26,$20.25,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
2955,4220-TINQT,Female,No,Yes,No,2,2,0,Electronic check,$106.35,"$6,751.35",No,63.48,True,False,True,True,True,1,2016-04-13,$106.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,63,False,False,Phone and Internet
2957,4223-WOZCM,Male,Yes,No,No,1,1,0,Mailed check,$49.95,$107.10,No,2.14,False,False,True,True,True,0,2021-05-22,$49.95,TRUE,Month-to-Month,One Line,DSL,2,False,False,Phone and Internet
2958,4226-KKDON,Male,No,No,No,1,1,0,Electronic check,$66.65,$520.95,No,7.82,False,False,True,True,True,0,2020-12-01,$66.65,TRUE,Month-to-Month,One Line,DSL,8,False,False,Phone and Internet
2960,4228-ZGYUW,Male,No,No,No,2,2,0,Electronic check,$90.05,$368.10,Yes,4.09,False,True,True,True,True,0,2021-03-24,$90.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,4,False,False,Phone and Internet
2961,4229-CZMLL,Male,No,No,No,2,2,0,Electronic check,$74.90,$469.80,Yes,6.27,False,True,True,True,True,0,2021-01-17,$74.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,6,False,False,Phone and Internet
2963,4232-JGKIY,Male,No,No,No,1,0,0,Electronic check,$19.20,$19.20,No,1.0,False,False,True,False,False,0,2021-06-26,$19.20,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
2964,4234-XTNEA,Male,No,No,No,1,2,0,Electronic check,$79.95,$174.45,No,2.18,False,False,True,True,True,0,2021-05-21,$79.95,TRUE,Month-to-Month,One Line,Fiber Optic,2,False,False,Phone and Internet
2965,4236-UJPWO,Female,No,No,No,0,1,0,Electronic check,$24.50,$46.40,No,1.89,True,False,False,True,False,0,2021-05-30,$24.50,TRUE,Month-to-Month,No Phone Service,DSL,2,False,True,Internet
2966,4236-XPXAV,Female,No,Yes,Yes,1,2,0,Mailed check,$99.15,$465.05,Yes,4.69,True,True,True,True,True,3,2021-03-06,$99.15,TRUE,Month-to-Month,One Line,Fiber Optic,5,False,False,Phone and Internet
2967,4237-CLSMM,Male,No,Yes,No,1,0,0,Mailed check,$20.00,$38.00,No,1.9,False,False,True,False,False,1,2021-05-30,$20.00,TRUE,Month-to-Month,One Line,No Internet Service,2,True,False,Phone
2968,4237-RLAQD,Male,No,No,No,1,1,0,Mailed check,$45.85,$45.85,Yes,1.0,False,True,True,True,True,0,2021-06-26,$45.85,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
2969,4238-HFHSN,Male,Yes,Yes,No,2,2,0,Electronic check,$82.15,"$4,904.85",No,59.71,False,False,True,True,True,1,2016-08-05,$82.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,60,False,False,Phone and Internet
2970,4238-JSSWH,Female,Yes,Yes,No,2,2,0,Bank transfer (automatic),$102.05,"$3,452.55",No,33.83,True,False,True,True,True,1,2018-10-01,$102.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,34,False,False,Phone and Internet
2971,4248-HCETZ,Male,Yes,Yes,No,1,2,0,Mailed check,$79.65,"$2,365.15",Yes,29.69,False,True,True,True,True,1,2019-02-04,$79.65,TRUE,Month-to-Month,One Line,Fiber Optic,30,False,False,Phone and Internet
2972,4248-QPAVC,Female,Yes,Yes,No,2,2,0,Bank transfer (automatic),$85.35,"$1,463.45",Yes,17.15,True,True,True,True,True,1,2020-02-21,$85.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,17,False,False,Phone and Internet
2973,4250-FDVOU,Female,No,No,No,1,1,0,Electronic check,$56.25,$389.10,Yes,6.92,True,True,True,True,True,0,2020-12-28,$56.25,TRUE,Month-to-Month,One Line,DSL,7,False,False,Phone and Internet
2974,4250-WAROZ,Male,Yes,Yes,Yes,2,2,0,Electronic check,$93.25,"$5,774.55",No,61.93,False,False,True,True,True,3,2016-05-30,$93.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,62,False,False,Phone and Internet
2977,4255-DDUOU,Female,No,Yes,Yes,1,0,0,Mailed check,$20.50,$20.50,Yes,1.0,True,True,True,False,False,3,2021-06-26,$20.50,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
2978,4256-ZWTZI,Female,No,No,Yes,1,1,0,Mailed check,$51.00,$286.80,No,5.62,True,False,True,True,True,2,2021-02-05,$51.00,TRUE,Month-to-Month,One Line,DSL,6,False,False,Phone and Internet
2979,4257-GAESD,Female,No,No,No,0,1,0,Credit card (automatic),$45.00,$298.70,No,6.64,True,False,False,True,False,0,2021-01-06,$45.00,TRUE,Month-to-Month,No Phone Service,DSL,7,False,True,Internet
2980,4273-MBHYA,Female,No,No,Yes,1,2,0,Electronic check,$89.35,$89.35,No,1.0,True,False,True,True,True,2,2021-06-26,$89.35,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
2982,4274-OWWYO,Male,No,No,No,1,2,0,Electronic check,$74.35,$74.35,Yes,1.0,False,True,True,True,True,0,2021-06-26,$74.35,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
2984,4277-PVRAN,Female,No,No,No,1,2,0,Bank transfer (automatic),$80.10,$679.30,Yes,8.48,True,True,True,True,True,0,2020-11-11,$80.10,TRUE,Month-to-Month,One Line,Fiber Optic,8,False,False,Phone and Internet
2985,4277-UDIEF,Male,No,Yes,Yes,2,1,0,Bank transfer (automatic),$81.00,"$1,923.85",No,23.75,False,False,True,True,True,3,2019-08-04,$81.00,TRUE,Month-to-Month,Two or More Lines,DSL,24,False,False,Phone and Internet
2986,4280-DLSHD,Male,No,Yes,No,1,1,0,Mailed check,$54.75,$445.85,No,8.14,False,False,True,True,True,1,2020-11-21,$54.75,TRUE,Month-to-Month,One Line,DSL,8,False,False,Phone and Internet
2987,4282-ACRXS,Male,Yes,Yes,No,0,1,0,Electronic check,$24.85,$955.75,No,38.46,False,False,False,True,False,1,2018-05-14,$24.85,TRUE,Month-to-Month,No Phone Service,DSL,38,False,True,Internet
2989,4282-YMKNA,Female,No,No,No,2,2,0,Electronic check,$74.75,$706.60,Yes,9.45,True,True,True,True,True,0,2020-10-12,$74.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,9,False,False,Phone and Internet
2990,4283-FUTGF,Male,Yes,No,No,2,2,0,Electronic check,$79.85,"$1,471.75",Yes,18.43,False,True,True,True,True,0,2020-01-13,$79.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,18,False,False,Phone and Internet
2991,4283-IVYCI,Male,No,No,No,1,1,0,Mailed check,$64.95,$547.80,No,8.43,False,False,True,True,True,0,2020-11-12,$64.95,TRUE,Month-to-Month,One Line,DSL,8,False,False,Phone and Internet
2992,4285-GYRQC,Female,No,Yes,No,1,2,0,Electronic check,$86.25,$587.10,Yes,6.81,True,True,True,True,True,1,2020-12-31,$86.25,TRUE,Month-to-Month,One Line,Fiber Optic,7,False,False,Phone and Internet
2993,4289-DTDKW,Male,No,Yes,No,2,2,0,Electronic check,$101.30,"$4,113.10",Yes,40.6,False,True,True,True,True,1,2018-03-09,$101.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,41,False,False,Phone and Internet
2994,4290-BSXUX,Male,No,Yes,No,2,2,0,Bank transfer (automatic),$79.65,$251.75,Yes,3.16,False,True,True,True,True,1,2021-04-21,$79.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,3,False,False,Phone and Internet
2995,4291-HPAXL,Male,No,No,Yes,1,0,0,Mailed check,$19.85,$19.85,No,1.0,False,False,True,False,False,2,2021-06-26,$19.85,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
2997,4291-SHSBH,Male,No,No,No,1,2,0,Electronic check,$69.55,$521.35,No,7.5,False,False,True,True,True,0,2020-12-10,$69.55,TRUE,Month-to-Month,One Line,Fiber Optic,7,False,False,Phone and Internet
3002,4298-OYIFC,Male,No,Yes,No,2,2,0,Electronic check,$103.45,"$1,539.80",No,14.88,False,False,True,True,True,1,2020-04-30,$103.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,15,False,False,Phone and Internet
3004,4299-SIMNS,Male,No,No,No,2,2,0,Electronic check,$81.15,$784.45,No,9.67,False,False,True,True,True,0,2020-10-05,$81.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,10,False,False,Phone and Internet
3005,4301-VVZKA,Male,No,Yes,No,2,2,0,Electronic check,$75.40,"$1,189.40",No,15.77,False,False,True,True,True,1,2020-04-03,$75.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,16,False,False,Phone and Internet
3009,4307-KTUMW,Male,No,Yes,No,2,2,0,Electronic check,$93.90,"$5,029.20",Yes,53.56,False,True,True,True,True,1,2017-02-08,$93.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,54,False,False,Phone and Internet
3010,4307-KWMXE,Male,No,No,No,0,1,0,Electronic check,$35.75,$389.80,No,10.9,False,False,False,True,False,0,2020-08-29,$35.75,TRUE,Month-to-Month,No Phone Service,DSL,11,False,True,Internet
3011,4310-KEDTB,Female,No,No,Yes,0,1,0,Mailed check,$29.80,$786.50,No,26.39,True,False,False,True,False,2,2019-05-16,$29.80,TRUE,Month-to-Month,No Phone Service,DSL,26,False,True,Internet
3015,4315-MURBD,Female,No,No,No,1,2,0,Bank transfer (automatic),$98.90,"$1,120.95",Yes,11.33,True,True,True,True,True,0,2020-08-16,$98.90,TRUE,Month-to-Month,One Line,Fiber Optic,11,False,False,Phone and Internet
3016,4316-XCSLJ,Male,No,No,Yes,1,1,0,Mailed check,$50.30,$846.80,No,16.83,False,False,True,True,True,2,2020-03-01,$50.30,TRUE,Month-to-Month,One Line,DSL,17,False,False,Phone and Internet
3017,4317-VTEOA,Male,No,No,No,1,1,0,Electronic check,$50.75,$50.75,Yes,1.0,False,True,True,True,True,0,2021-06-26,$50.75,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
3019,4320-QMLLA,Male,No,No,No,1,1,0,Mailed check,$54.85,$370.40,No,6.75,False,False,True,True,True,0,2021-01-02,$54.85,TRUE,Month-to-Month,One Line,DSL,7,False,False,Phone and Internet
3023,4323-SADQS,Male,No,Yes,Yes,0,1,0,Electronic check,$34.50,$279.25,Yes,8.09,False,True,False,True,False,3,2020-11-22,$34.50,TRUE,Month-to-Month,No Phone Service,DSL,8,False,True,Internet
3024,4324-AHJKS,Female,No,No,No,1,1,0,Credit card (automatic),$55.80,$300.40,No,5.38,True,False,True,True,True,0,2021-02-13,$55.80,TRUE,Month-to-Month,One Line,DSL,5,False,False,Phone and Internet
3025,4324-BZCKL,Female,No,Yes,Yes,1,1,0,Mailed check,$55.55,$551.30,No,9.92,True,False,True,True,True,3,2020-09-28,$55.55,TRUE,Month-to-Month,One Line,DSL,10,False,False,Phone and Internet
3026,4325-NFSKC,Male,Yes,No,No,2,2,0,Electronic check,$90.60,"$1,660.00",Yes,18.32,False,True,True,True,True,0,2020-01-16,$90.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,18,False,False,Phone and Internet
3028,4329-YPDDQ,Male,No,No,No,1,2,0,Bank transfer (automatic),$108.20,"$2,203.70",No,20.37,False,False,True,True,True,0,2019-11-15,$108.20,TRUE,Month-to-Month,One Line,Fiber Optic,20,False,False,Phone and Internet
3033,4338-EYCER,Male,No,Yes,No,1,1,0,Bank transfer (automatic),$54.60,"$1,125.20",No,20.61,False,False,True,True,True,1,2019-11-08,$54.60,TRUE,Month-to-Month,One Line,DSL,21,False,False,Phone and Internet
3034,4342-HENTK,Female,Yes,No,No,1,2,0,Electronic check,$70.65,$142.35,Yes,2.01,True,True,True,True,True,0,2021-05-26,$70.65,TRUE,Month-to-Month,One Line,Fiber Optic,2,False,False,Phone and Internet
3036,4343-EJVQB,Male,No,No,No,1,2,0,Mailed check,$74.35,$533.60,No,7.18,False,False,True,True,True,0,2020-12-20,$74.35,TRUE,Month-to-Month,One Line,Fiber Optic,7,False,False,Phone and Internet
3037,4349-GFQHK,Male,No,No,No,2,1,0,Electronic check,$54.35,$54.35,Yes,1.0,False,True,True,True,True,0,2021-06-26,$54.35,TRUE,Month-to-Month,Two or More Lines,DSL,1,False,False,Phone and Internet
3039,4351-QLCSU,Female,No,No,No,1,1,0,Credit card (automatic),$55.00,$55.00,Yes,1.0,True,True,True,True,True,0,2021-06-26,$55.00,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
3040,4353-HYOJD,Female,No,Yes,Yes,1,1,0,Mailed check,$49.85,"$1,336.15",No,26.8,True,False,True,True,True,3,2019-05-03,$49.85,TRUE,Month-to-Month,One Line,DSL,27,False,False,Phone and Internet
3044,4360-PNRQB,Male,No,No,No,2,2,0,Bank transfer (automatic),$75.60,"$1,395.05",No,18.45,False,False,True,True,True,0,2020-01-12,$75.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,18,False,False,Phone and Internet
3045,4360-QRAVE,Male,Yes,No,No,0,1,0,Electronic check,$36.65,"$1,315.00",No,35.88,False,False,False,True,False,0,2018-07-31,$36.65,TRUE,Month-to-Month,No Phone Service,DSL,36,False,True,Internet
3046,4361-BKAXE,Female,No,No,No,2,2,0,Bank transfer (automatic),$114.50,"$4,527.45",Yes,39.54,True,True,True,True,True,0,2018-04-11,$114.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,40,False,False,Phone and Internet
3048,4361-JEIVL,Male,No,No,Yes,1,1,0,Electronic check,$44.40,$44.40,Yes,1.0,False,True,True,True,True,2,2021-06-26,$44.40,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
3049,4365-MSDYN,Male,No,Yes,No,1,0,0,Bank transfer (automatic),$19.55,$161.15,No,8.24,False,False,True,False,False,1,2020-11-18,$19.55,TRUE,Month-to-Month,One Line,No Internet Service,8,True,False,Phone
3051,4367-NHWMM,Female,No,No,No,0,1,0,Mailed check,$24.90,$24.90,No,1.0,True,False,False,True,False,0,2021-06-26,$24.90,TRUE,Month-to-Month,No Phone Service,DSL,1,False,True,Internet
3053,4369-HTUIF,Male,Yes,No,No,1,2,0,Bank transfer (automatic),$85.15,$503.60,Yes,5.91,False,True,True,True,True,0,2021-01-28,$85.15,TRUE,Month-to-Month,One Line,Fiber Optic,6,False,False,Phone and Internet
3055,4373-MAVJG,Female,No,Yes,Yes,2,2,0,Bank transfer (automatic),$90.90,"$1,259.00",Yes,13.85,True,True,True,True,True,3,2020-05-31,$90.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,14,False,False,Phone and Internet
3056,4373-VVHQL,Male,No,No,No,1,1,0,Electronic check,$44.75,$44.75,No,1.0,False,False,True,True,True,0,2021-06-26,$44.75,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
3063,4385-GZQXV,Female,Yes,No,No,1,2,0,Electronic check,$94.45,"$1,511.20",Yes,16.0,True,True,True,True,True,0,2020-03-27,$94.45,TRUE,Month-to-Month,One Line,Fiber Optic,16,False,False,Phone and Internet
3064,4385-ZKVNW,Male,No,Yes,Yes,1,1,0,Bank transfer (automatic),$54.90,"$2,549.10",No,46.43,False,False,True,True,True,3,2017-09-13,$54.90,TRUE,Month-to-Month,One Line,DSL,46,False,False,Phone and Internet
3066,4390-KYULV,Male,No,Yes,No,1,0,0,Credit card (automatic),$20.55,$51.15,Yes,2.49,False,True,True,False,False,1,2021-05-12,$20.55,TRUE,Month-to-Month,One Line,No Internet Service,2,True,False,Phone
3067,4391-LNRXK,Male,No,No,No,1,2,0,Bank transfer (automatic),$94.95,"$2,142.80",No,22.57,False,False,True,True,True,0,2019-09-09,$94.95,TRUE,Month-to-Month,One Line,Fiber Optic,23,False,False,Phone and Internet
3068,4391-RESHN,Male,No,No,No,2,2,0,Mailed check,$104.05,"$2,470.10",Yes,23.74,False,True,True,True,True,0,2019-08-04,$104.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,24,False,False,Phone and Internet
3072,4395-PZMSN,Male,Yes,No,No,1,2,0,Electronic check,$85.55,$408.50,No,4.77,False,False,True,True,True,0,2021-03-03,$85.55,TRUE,Month-to-Month,One Line,Fiber Optic,5,False,False,Phone and Internet
3073,4396-KLSEH,Male,No,No,No,1,0,0,Electronic check,$19.85,$63.00,No,3.17,False,False,True,False,False,0,2021-04-21,$19.85,TRUE,Month-to-Month,One Line,No Internet Service,3,True,False,Phone
3074,4397-FRLTA,Female,No,No,No,1,0,0,Mailed check,$20.15,$84.50,No,4.19,True,False,True,False,False,0,2021-03-21,$20.15,TRUE,Month-to-Month,One Line,No Internet Service,4,True,False,Phone
3075,4398-HSCJH,Female,No,No,No,2,1,0,Electronic check,$63.60,$155.65,Yes,2.45,True,True,True,True,True,0,2021-05-13,$63.60,TRUE,Month-to-Month,Two or More Lines,DSL,2,False,False,Phone and Internet
3076,4402-FTBXC,Male,No,No,No,1,2,0,Mailed check,$89.80,"$4,667.00",No,51.97,False,False,True,True,True,0,2017-03-29,$89.80,TRUE,Month-to-Month,One Line,Fiber Optic,52,False,False,Phone and Internet
3079,4412-YLTKF,Female,Yes,No,No,2,2,0,Electronic check,$78.05,"$2,135.50",Yes,27.36,True,True,True,True,True,0,2019-04-16,$78.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,27,False,False,Phone and Internet
3080,4415-IJZTP,Female,No,No,No,2,2,0,Electronic check,$74.50,$74.50,Yes,1.0,True,True,True,True,True,0,2021-06-26,$74.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,1,False,False,Phone and Internet
3082,4418-LZMSV,Male,No,Yes,Yes,1,1,0,Bank transfer (automatic),$61.80,$750.10,No,12.14,False,False,True,True,True,3,2020-07-22,$61.80,TRUE,Month-to-Month,One Line,DSL,12,False,False,Phone and Internet
3084,4422-QVIJA,Female,No,No,Yes,2,1,0,Mailed check,$50.15,"$1,655.35",No,33.01,True,False,True,True,True,2,2018-10-27,$50.15,TRUE,Month-to-Month,Two or More Lines,DSL,33,False,False,Phone and Internet
3086,4423-YLHDV,Female,No,Yes,No,2,2,0,Bank transfer (automatic),$104.40,"$2,200.25",Yes,21.08,True,True,True,True,True,1,2019-10-24,$104.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,21,False,False,Phone and Internet
3087,4424-TKOPW,Male,Yes,No,No,2,2,0,Electronic check,$93.85,$196.75,Yes,2.1,False,True,True,True,True,0,2021-05-24,$93.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,2,False,False,Phone and Internet
3089,4429-WYGFR,Male,No,No,No,1,1,0,Bank transfer (automatic),$49.15,"$1,237.30",No,25.17,False,False,True,True,True,0,2019-06-22,$49.15,TRUE,Month-to-Month,One Line,DSL,25,False,False,Phone and Internet
3090,4430-UZIPO,Male,No,No,No,0,1,0,Mailed check,$36.85,$108.70,Yes,2.95,False,True,False,True,False,0,2021-04-28,$36.85,TRUE,Month-to-Month,No Phone Service,DSL,3,False,True,Internet
